{'loss': 2.6159, 'grad_norm': nan, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.0179, 'grad_norm': 0.1582350879907608, 'learning_rate': 2.600222222222222e-05, 'epoch': 21.3}
{'loss': 0.0232, 'grad_norm': 0.07911455631256104, 'learning_rate': 2.598e-05, 'epoch': 21.32}
{'loss': 0.0306, 'grad_norm': 0.29893362522125244, 'learning_rate': 2.595777777777778e-05, 'epoch': 21.34}
{'loss': 0.0284, 'grad_norm': 0.9284288287162781, 'learning_rate': 2.5935555555555557e-05, 'epoch': 21.35}
{'loss': 0.0153, 'grad_norm': 0.4638786315917969, 'learning_rate': 2.5913333333333335e-05, 'epoch': 21.37}
{'loss': 0.023, 'grad_norm': 2.9893455505371094, 'learning_rate': 2.589111111111111e-05, 'epoch': 21.38}
{'loss': 0.0159, 'grad_norm': 0.2662522792816162, 'learning_rate': 2.5868888888888893e-05, 'epoch': 21.4}
{'loss': 0.0203, 'grad_norm': 0.9949744343757629, 'learning_rate': 2.5846666666666668e-05, 'epoch': 21.42}
{'loss': 0.0204, 'grad_norm': 0.3328316807746887, 'learning_rate': 2.5824444444444445e-05, 'epoch': 21.43}
{'loss': 0.0153, 'grad_norm': 0.057384613901376724, 'learning_rate': 2.5802222222222223e-05, 'epoch': 21.45}
{'loss': 0.0184, 'grad_norm': 0.5475586652755737, 'learning_rate': 2.5779999999999997e-05, 'epoch': 21.46}
{'loss': 0.0218, 'grad_norm': 0.14942006766796112, 'learning_rate': 2.575777777777778e-05, 'epoch': 21.48}
{'loss': 0.0173, 'grad_norm': 0.9956340789794922, 'learning_rate': 2.5735555555555556e-05, 'epoch': 21.5}
{'loss': 0.0203, 'grad_norm': 0.07716786116361618, 'learning_rate': 2.5713333333333333e-05, 'epoch': 21.51}
{'loss': 0.0227, 'grad_norm': 1.9475681781768799, 'learning_rate': 2.569111111111111e-05, 'epoch': 21.53}
{'loss': 0.0229, 'grad_norm': 0.29944708943367004, 'learning_rate': 2.5668888888888892e-05, 'epoch': 21.54}
{'loss': 0.01, 'grad_norm': 0.05855788290500641, 'learning_rate': 2.564666666666667e-05, 'epoch': 21.56}
{'loss': 0.0191, 'grad_norm': 2.781130075454712, 'learning_rate': 2.5624444444444444e-05, 'epoch': 21.58}
{'loss': 0.0211, 'grad_norm': 2.1699726581573486, 'learning_rate': 2.560222222222222e-05, 'epoch': 21.59}
{'loss': 0.0199, 'grad_norm': 0.2624763250350952, 'learning_rate': 2.5580000000000002e-05, 'epoch': 21.61}
{'loss': 0.0161, 'grad_norm': 0.1106843426823616, 'learning_rate': 2.555777777777778e-05, 'epoch': 21.62}
{'loss': 0.0187, 'grad_norm': 0.7828288078308105, 'learning_rate': 2.5535555555555558e-05, 'epoch': 21.64}
{'loss': 0.0299, 'grad_norm': 0.6923943161964417, 'learning_rate': 2.5513333333333332e-05, 'epoch': 21.66}
{'loss': 0.0159, 'grad_norm': 0.02262856625020504, 'learning_rate': 2.549111111111111e-05, 'epoch': 21.67}
{'loss': 0.0215, 'grad_norm': 0.21525464951992035, 'learning_rate': 2.546888888888889e-05, 'epoch': 21.69}
{'loss': 0.0266, 'grad_norm': 0.7955729961395264, 'learning_rate': 2.5446666666666668e-05, 'epoch': 21.7}
{'loss': 0.0216, 'grad_norm': 0.2069360464811325, 'learning_rate': 2.5424444444444446e-05, 'epoch': 21.72}
{'loss': 0.0179, 'grad_norm': 0.6780661344528198, 'learning_rate': 2.5402222222222223e-05, 'epoch': 21.74}
{'loss': 0.017, 'grad_norm': 0.9109220504760742, 'learning_rate': 2.5380000000000004e-05, 'epoch': 21.75}
{'loss': 0.0194, 'grad_norm': 0.08347843587398529, 'learning_rate': 2.5357777777777782e-05, 'epoch': 21.77}
{'loss': 0.0156, 'grad_norm': 0.0154951810836792, 'learning_rate': 2.5335555555555556e-05, 'epoch': 21.78}
{'loss': 0.0235, 'grad_norm': 0.15152576565742493, 'learning_rate': 2.5313333333333334e-05, 'epoch': 21.8}
{'loss': 0.0188, 'grad_norm': 0.11306998133659363, 'learning_rate': 2.529111111111111e-05, 'epoch': 21.82}
{'loss': 0.0167, 'grad_norm': 0.8112699389457703, 'learning_rate': 2.5268888888888892e-05, 'epoch': 21.83}
{'loss': 0.0185, 'grad_norm': 0.10078133642673492, 'learning_rate': 2.524666666666667e-05, 'epoch': 21.85}
{'loss': 0.0234, 'grad_norm': 0.07731863111257553, 'learning_rate': 2.5224444444444444e-05, 'epoch': 21.86}
{'loss': 0.0152, 'grad_norm': 10.159795761108398, 'learning_rate': 2.5202222222222222e-05, 'epoch': 21.88}
{'loss': 0.0249, 'grad_norm': 0.03561628982424736, 'learning_rate': 2.5180000000000003e-05, 'epoch': 21.9}
{'loss': 0.0213, 'grad_norm': 0.020071646198630333, 'learning_rate': 2.515777777777778e-05, 'epoch': 21.91}
{'loss': 0.0125, 'grad_norm': 0.9445883631706238, 'learning_rate': 2.5135555555555558e-05, 'epoch': 21.93}
{'loss': 0.0159, 'grad_norm': 0.28743746876716614, 'learning_rate': 2.5113333333333332e-05, 'epoch': 21.94}
{'loss': 0.0187, 'grad_norm': 0.06646905839443207, 'learning_rate': 2.509111111111111e-05, 'epoch': 21.96}
{'loss': 0.0211, 'grad_norm': 0.23261111974716187, 'learning_rate': 2.506888888888889e-05, 'epoch': 21.98}
{'loss': 0.0125, 'grad_norm': 0.7118701338768005, 'learning_rate': 2.504666666666667e-05, 'epoch': 21.99}
{'loss': 0.0155, 'grad_norm': 0.10835316777229309, 'learning_rate': 2.5024444444444446e-05, 'epoch': 22.01}
{'loss': 0.0243, 'grad_norm': 0.348921537399292, 'learning_rate': 2.500222222222222e-05, 'epoch': 22.02}
{'loss': 0.0117, 'grad_norm': 0.06707634776830673, 'learning_rate': 2.498e-05, 'epoch': 22.04}
{'loss': 0.0151, 'grad_norm': 0.13409855961799622, 'learning_rate': 2.495777777777778e-05, 'epoch': 22.06}
{'loss': 0.0192, 'grad_norm': 0.6701568365097046, 'learning_rate': 2.4935555555555557e-05, 'epoch': 22.07}
{'loss': 0.0118, 'grad_norm': 0.03789396584033966, 'learning_rate': 2.4913333333333334e-05, 'epoch': 22.09}
{'loss': 0.0265, 'grad_norm': 0.17570285499095917, 'learning_rate': 2.4891111111111112e-05, 'epoch': 22.1}
{'loss': 0.0231, 'grad_norm': 0.4512726068496704, 'learning_rate': 2.486888888888889e-05, 'epoch': 22.12}
{'loss': 0.0202, 'grad_norm': 0.08783320337533951, 'learning_rate': 2.4846666666666667e-05, 'epoch': 22.14}
{'loss': 0.0153, 'grad_norm': 0.229728102684021, 'learning_rate': 2.4824444444444445e-05, 'epoch': 22.15}
{'loss': 0.0218, 'grad_norm': 0.27131107449531555, 'learning_rate': 2.4802222222222222e-05, 'epoch': 22.17}
{'loss': 0.0187, 'grad_norm': 0.08816587924957275, 'learning_rate': 2.478e-05, 'epoch': 22.18}
{'loss': 0.0146, 'grad_norm': 0.2233678698539734, 'learning_rate': 2.475777777777778e-05, 'epoch': 22.2}
{'loss': 0.0233, 'grad_norm': 0.17389366030693054, 'learning_rate': 2.4735555555555555e-05, 'epoch': 22.22}
{'loss': 0.0256, 'grad_norm': 1.4628888368606567, 'learning_rate': 2.4713333333333336e-05, 'epoch': 22.23}
{'loss': 0.0113, 'grad_norm': 0.8470467925071716, 'learning_rate': 2.4691111111111114e-05, 'epoch': 22.25}
{'loss': 0.0218, 'grad_norm': 0.6617907285690308, 'learning_rate': 2.466888888888889e-05, 'epoch': 22.26}
{'loss': 0.0186, 'grad_norm': 0.18998055160045624, 'learning_rate': 2.464666666666667e-05, 'epoch': 22.28}
{'loss': 0.0223, 'grad_norm': 0.11315374821424484, 'learning_rate': 2.4624444444444443e-05, 'epoch': 22.3}
{'loss': 0.0107, 'grad_norm': 0.07533014565706253, 'learning_rate': 2.4602222222222224e-05, 'epoch': 22.31}
{'loss': 0.0255, 'grad_norm': 0.17307381331920624, 'learning_rate': 2.4580000000000002e-05, 'epoch': 22.33}
{'loss': 0.0247, 'grad_norm': 7.796135425567627, 'learning_rate': 2.455777777777778e-05, 'epoch': 22.34}
{'loss': 0.0134, 'grad_norm': 0.19557873904705048, 'learning_rate': 2.4535555555555557e-05, 'epoch': 22.36}
{'loss': 0.0182, 'grad_norm': 0.18227633833885193, 'learning_rate': 2.4513333333333335e-05, 'epoch': 22.38}
{'loss': 0.0111, 'grad_norm': 0.039838969707489014, 'learning_rate': 2.4491111111111112e-05, 'epoch': 22.39}
{'loss': 0.017, 'grad_norm': 0.17821399867534637, 'learning_rate': 2.446888888888889e-05, 'epoch': 22.41}
{'loss': 0.012, 'grad_norm': 0.19826677441596985, 'learning_rate': 2.4446666666666668e-05, 'epoch': 22.42}
{'loss': 0.0218, 'grad_norm': 0.07426155358552933, 'learning_rate': 2.4424444444444445e-05, 'epoch': 22.44}
{'loss': 0.0164, 'grad_norm': 0.08754287660121918, 'learning_rate': 2.4402222222222223e-05, 'epoch': 22.46}
{'loss': 0.0301, 'grad_norm': 0.40007176995277405, 'learning_rate': 2.438e-05, 'epoch': 22.47}
{'loss': 0.0271, 'grad_norm': 0.05933663994073868, 'learning_rate': 2.4357777777777778e-05, 'epoch': 22.49}
{'loss': 0.0143, 'grad_norm': 1.255552887916565, 'learning_rate': 2.4335555555555556e-05, 'epoch': 22.5}
{'loss': 0.0126, 'grad_norm': 0.036466483026742935, 'learning_rate': 2.4313333333333337e-05, 'epoch': 22.52}
{'loss': 0.0247, 'grad_norm': 8.381282806396484, 'learning_rate': 2.429111111111111e-05, 'epoch': 22.54}
{'loss': 0.0153, 'grad_norm': 0.04705781862139702, 'learning_rate': 2.4268888888888892e-05, 'epoch': 22.55}
{'loss': 0.0186, 'grad_norm': 0.059466373175382614, 'learning_rate': 2.4246666666666666e-05, 'epoch': 22.57}
{'loss': 0.0103, 'grad_norm': 0.007742283400148153, 'learning_rate': 2.4224444444444447e-05, 'epoch': 22.58}
{'loss': 0.0194, 'grad_norm': 0.15548637509346008, 'learning_rate': 2.4202222222222225e-05, 'epoch': 22.6}
{'loss': 0.0151, 'grad_norm': 0.015024571679532528, 'learning_rate': 2.418e-05, 'epoch': 22.62}
{'loss': 0.0236, 'grad_norm': 0.3713812828063965, 'learning_rate': 2.415777777777778e-05, 'epoch': 22.63}
{'loss': 0.0282, 'grad_norm': 0.4368750751018524, 'learning_rate': 2.4135555555555554e-05, 'epoch': 22.65}
{'loss': 0.0268, 'grad_norm': 0.6554857492446899, 'learning_rate': 2.4113333333333335e-05, 'epoch': 22.66}
{'loss': 0.0151, 'grad_norm': 0.004861066117882729, 'learning_rate': 2.4091111111111113e-05, 'epoch': 22.68}
{'loss': 0.0139, 'grad_norm': 0.030000578612089157, 'learning_rate': 2.406888888888889e-05, 'epoch': 22.7}
{'loss': 0.0145, 'grad_norm': 26.820310592651367, 'learning_rate': 2.4046666666666668e-05, 'epoch': 22.71}
{'loss': 0.0245, 'grad_norm': 0.08536961674690247, 'learning_rate': 2.4024444444444446e-05, 'epoch': 22.73}
{'loss': 0.0144, 'grad_norm': 0.017431924119591713, 'learning_rate': 2.4002222222222223e-05, 'epoch': 22.74}
{'loss': 0.0173, 'grad_norm': 0.1810259222984314, 'learning_rate': 2.398e-05, 'epoch': 22.76}
{'loss': 0.0196, 'grad_norm': 0.2881194055080414, 'learning_rate': 2.395777777777778e-05, 'epoch': 22.78}
{'loss': 0.0192, 'grad_norm': 0.02564162015914917, 'learning_rate': 2.3935555555555556e-05, 'epoch': 22.79}
{'loss': 0.0198, 'grad_norm': 0.0797896459698677, 'learning_rate': 2.3913333333333334e-05, 'epoch': 22.81}
{'loss': 0.0137, 'grad_norm': 0.7734625935554504, 'learning_rate': 2.389111111111111e-05, 'epoch': 22.82}
{'loss': 0.0186, 'grad_norm': 0.17407049238681793, 'learning_rate': 2.3868888888888892e-05, 'epoch': 22.84}
{'loss': 0.0115, 'grad_norm': 0.28167247772216797, 'learning_rate': 2.3846666666666666e-05, 'epoch': 22.86}
{'loss': 0.0089, 'grad_norm': 0.3899604380130768, 'learning_rate': 2.3824444444444447e-05, 'epoch': 22.87}
{'loss': 0.0211, 'grad_norm': 0.3455081284046173, 'learning_rate': 2.3802222222222222e-05, 'epoch': 22.89}
{'loss': 0.0216, 'grad_norm': 0.3305526673793793, 'learning_rate': 2.3780000000000003e-05, 'epoch': 22.9}
{'loss': 0.008, 'grad_norm': 0.00799125898629427, 'learning_rate': 2.375777777777778e-05, 'epoch': 22.92}
{'loss': 0.016, 'grad_norm': 0.7756855487823486, 'learning_rate': 2.3735555555555555e-05, 'epoch': 22.94}
{'loss': 0.0224, 'grad_norm': 0.014566243626177311, 'learning_rate': 2.3713333333333336e-05, 'epoch': 22.95}
{'loss': 0.0199, 'grad_norm': 2.330275297164917, 'learning_rate': 2.369111111111111e-05, 'epoch': 22.97}
{'loss': 0.0242, 'grad_norm': 0.22924482822418213, 'learning_rate': 2.366888888888889e-05, 'epoch': 22.98}
{'loss': 0.0241, 'grad_norm': 0.24340233206748962, 'learning_rate': 2.364666666666667e-05, 'epoch': 23.0}
{'loss': 0.0176, 'grad_norm': 0.08861824870109558, 'learning_rate': 2.3624444444444446e-05, 'epoch': 23.02}
{'loss': 0.012, 'grad_norm': 0.032651014626026154, 'learning_rate': 2.3602222222222224e-05, 'epoch': 23.03}
{'loss': 0.0148, 'grad_norm': 0.7986317873001099, 'learning_rate': 2.358e-05, 'epoch': 23.05}
{'loss': 0.0161, 'grad_norm': 0.08031073957681656, 'learning_rate': 2.355777777777778e-05, 'epoch': 23.07}
{'loss': 0.0126, 'grad_norm': 0.031122418120503426, 'learning_rate': 2.3535555555555556e-05, 'epoch': 23.08}
{'loss': 0.0115, 'grad_norm': 2.2749977111816406, 'learning_rate': 2.3513333333333334e-05, 'epoch': 23.1}
{'loss': 0.0183, 'grad_norm': 0.6101027131080627, 'learning_rate': 2.3491111111111112e-05, 'epoch': 23.11}
{'loss': 0.0141, 'grad_norm': 0.0660119280219078, 'learning_rate': 2.346888888888889e-05, 'epoch': 23.13}
{'loss': 0.0193, 'grad_norm': 0.011163732036948204, 'learning_rate': 2.3446666666666667e-05, 'epoch': 23.15}
{'loss': 0.0192, 'grad_norm': 0.24828918278217316, 'learning_rate': 2.3424444444444445e-05, 'epoch': 23.16}
{'loss': 0.0207, 'grad_norm': 0.056430570781230927, 'learning_rate': 2.3402222222222222e-05, 'epoch': 23.18}
{'loss': 0.0217, 'grad_norm': 0.08951738476753235, 'learning_rate': 2.3380000000000003e-05, 'epoch': 23.19}
{'loss': 0.0148, 'grad_norm': 0.05825536325573921, 'learning_rate': 2.3357777777777777e-05, 'epoch': 23.21}
{'loss': 0.0135, 'grad_norm': 0.2696135938167572, 'learning_rate': 2.333555555555556e-05, 'epoch': 23.23}
{'loss': 0.0233, 'grad_norm': 0.05458046495914459, 'learning_rate': 2.3313333333333333e-05, 'epoch': 23.24}
{'loss': 0.0339, 'grad_norm': 5.699860095977783, 'learning_rate': 2.3291111111111114e-05, 'epoch': 23.26}
{'loss': 0.022, 'grad_norm': 0.09973486512899399, 'learning_rate': 2.326888888888889e-05, 'epoch': 23.27}
{'loss': 0.0188, 'grad_norm': 0.1911565363407135, 'learning_rate': 2.3246666666666665e-05, 'epoch': 23.29}
{'loss': 0.0147, 'grad_norm': 1.3942817449569702, 'learning_rate': 2.3224444444444446e-05, 'epoch': 23.31}
{'loss': 0.0139, 'grad_norm': 0.1565486043691635, 'learning_rate': 2.3202222222222224e-05, 'epoch': 23.32}
{'loss': 0.0202, 'grad_norm': 0.4629421532154083, 'learning_rate': 2.318e-05, 'epoch': 23.34}
{'loss': 0.0154, 'grad_norm': 0.011963503435254097, 'learning_rate': 2.315777777777778e-05, 'epoch': 23.35}
{'loss': 0.0193, 'grad_norm': 0.46777069568634033, 'learning_rate': 2.3135555555555557e-05, 'epoch': 23.37}
{'loss': 0.0204, 'grad_norm': 1.26256263256073, 'learning_rate': 2.3113333333333335e-05, 'epoch': 23.39}
{'loss': 0.0125, 'grad_norm': 0.10213249176740646, 'learning_rate': 2.3091111111111112e-05, 'epoch': 23.4}
{'loss': 0.0165, 'grad_norm': 0.09821581095457077, 'learning_rate': 2.306888888888889e-05, 'epoch': 23.42}
{'loss': 0.0097, 'grad_norm': 1.159496545791626, 'learning_rate': 2.3046666666666667e-05, 'epoch': 23.43}
{'loss': 0.0339, 'grad_norm': 0.13849584758281708, 'learning_rate': 2.3024444444444445e-05, 'epoch': 23.45}
{'loss': 0.0111, 'grad_norm': 1.013924479484558, 'learning_rate': 2.3002222222222223e-05, 'epoch': 23.47}
{'loss': 0.0158, 'grad_norm': 0.3070370554924011, 'learning_rate': 2.298e-05, 'epoch': 23.48}
{'loss': 0.0157, 'grad_norm': 0.008814651519060135, 'learning_rate': 2.2957777777777778e-05, 'epoch': 23.5}
{'loss': 0.0168, 'grad_norm': 0.2824414372444153, 'learning_rate': 2.293555555555556e-05, 'epoch': 23.51}
{'loss': 0.0178, 'grad_norm': 0.06586194783449173, 'learning_rate': 2.2913333333333333e-05, 'epoch': 23.53}
{'loss': 0.0249, 'grad_norm': 0.3208044469356537, 'learning_rate': 2.2891111111111114e-05, 'epoch': 23.55}
{'loss': 0.0209, 'grad_norm': 0.3456326127052307, 'learning_rate': 2.2868888888888888e-05, 'epoch': 23.56}
{'loss': 0.0191, 'grad_norm': 0.16141614317893982, 'learning_rate': 2.284666666666667e-05, 'epoch': 23.58}
{'loss': 0.0114, 'grad_norm': 0.7776395678520203, 'learning_rate': 2.2824444444444447e-05, 'epoch': 23.59}
{'loss': 0.0186, 'grad_norm': 0.8522201180458069, 'learning_rate': 2.280222222222222e-05, 'epoch': 23.61}
{'loss': 0.0105, 'grad_norm': 1.091068983078003, 'learning_rate': 2.2780000000000002e-05, 'epoch': 23.63}
{'loss': 0.0152, 'grad_norm': 0.40164726972579956, 'learning_rate': 2.2757777777777776e-05, 'epoch': 23.64}
{'loss': 0.0175, 'grad_norm': 0.0056439852342009544, 'learning_rate': 2.2735555555555557e-05, 'epoch': 23.66}
{'loss': 0.0236, 'grad_norm': 0.2153744101524353, 'learning_rate': 2.2713333333333335e-05, 'epoch': 23.67}
{'loss': 0.0222, 'grad_norm': 0.0879969671368599, 'learning_rate': 2.2691111111111113e-05, 'epoch': 23.69}
{'loss': 0.016, 'grad_norm': 0.37719717621803284, 'learning_rate': 2.266888888888889e-05, 'epoch': 23.71}
{'loss': 0.0088, 'grad_norm': 0.04359053075313568, 'learning_rate': 2.2646666666666668e-05, 'epoch': 23.72}
{'loss': 0.0122, 'grad_norm': 0.19745197892189026, 'learning_rate': 2.2624444444444445e-05, 'epoch': 23.74}
{'loss': 0.0228, 'grad_norm': 0.11253032088279724, 'learning_rate': 2.2602222222222223e-05, 'epoch': 23.75}
{'loss': 0.0171, 'grad_norm': 0.10112184286117554, 'learning_rate': 2.258e-05, 'epoch': 23.77}
{'loss': 0.0183, 'grad_norm': 0.1670328676700592, 'learning_rate': 2.2557777777777778e-05, 'epoch': 23.79}
{'loss': 0.0235, 'grad_norm': 0.22185425460338593, 'learning_rate': 2.2535555555555556e-05, 'epoch': 23.8}
{'loss': 0.0089, 'grad_norm': 0.0351482555270195, 'learning_rate': 2.2513333333333333e-05, 'epoch': 23.82}
{'loss': 0.025, 'grad_norm': 1.0750477313995361, 'learning_rate': 2.249111111111111e-05, 'epoch': 23.83}
{'loss': 0.0157, 'grad_norm': 0.06699655205011368, 'learning_rate': 2.246888888888889e-05, 'epoch': 23.85}
{'loss': 0.0158, 'grad_norm': 0.07984362542629242, 'learning_rate': 2.244666666666667e-05, 'epoch': 23.87}
{'loss': 0.0234, 'grad_norm': 0.08773839473724365, 'learning_rate': 2.2424444444444444e-05, 'epoch': 23.88}
{'loss': 0.0156, 'grad_norm': 0.12636533379554749, 'learning_rate': 2.2402222222222225e-05, 'epoch': 23.9}
{'loss': 0.0123, 'grad_norm': 0.00907190516591072, 'learning_rate': 2.2380000000000003e-05, 'epoch': 23.91}
{'loss': 0.0212, 'grad_norm': 0.00340280937962234, 'learning_rate': 2.2357777777777777e-05, 'epoch': 23.93}
{'loss': 0.0291, 'grad_norm': 0.16496162116527557, 'learning_rate': 2.2335555555555558e-05, 'epoch': 23.95}
{'loss': 0.0171, 'grad_norm': 0.5532688498497009, 'learning_rate': 2.2313333333333332e-05, 'epoch': 23.96}
{'loss': 0.0206, 'grad_norm': 0.03175787627696991, 'learning_rate': 2.2291111111111113e-05, 'epoch': 23.98}
{'loss': 0.0107, 'grad_norm': 0.09371905028820038, 'learning_rate': 2.226888888888889e-05, 'epoch': 23.99}
{'loss': 0.0147, 'grad_norm': 0.013661477714776993, 'learning_rate': 2.2246666666666668e-05, 'epoch': 24.01}
{'loss': 0.0246, 'grad_norm': 0.8182331323623657, 'learning_rate': 2.2224444444444446e-05, 'epoch': 24.03}
{'loss': 0.0096, 'grad_norm': 0.36589503288269043, 'learning_rate': 2.2202222222222223e-05, 'epoch': 24.04}
{'loss': 0.0186, 'grad_norm': 0.13217855989933014, 'learning_rate': 2.218e-05, 'epoch': 24.06}
{'loss': 0.0107, 'grad_norm': 0.9016303420066833, 'learning_rate': 2.215777777777778e-05, 'epoch': 24.07}
{'loss': 0.0193, 'grad_norm': 0.020054053515195847, 'learning_rate': 2.2135555555555556e-05, 'epoch': 24.09}
{'loss': 0.0233, 'grad_norm': 0.028097083792090416, 'learning_rate': 2.2113333333333334e-05, 'epoch': 24.11}
{'loss': 0.0218, 'grad_norm': 0.09175194799900055, 'learning_rate': 2.209111111111111e-05, 'epoch': 24.12}
{'loss': 0.0171, 'grad_norm': 1.0701535940170288, 'learning_rate': 2.206888888888889e-05, 'epoch': 24.14}
{'loss': 0.0158, 'grad_norm': 0.003897824790328741, 'learning_rate': 2.2046666666666667e-05, 'epoch': 24.15}
{'loss': 0.0183, 'grad_norm': 0.7949022650718689, 'learning_rate': 2.2024444444444444e-05, 'epoch': 24.17}
{'loss': 0.0178, 'grad_norm': 0.05825546756386757, 'learning_rate': 2.2002222222222225e-05, 'epoch': 24.19}
{'loss': 0.0209, 'grad_norm': 0.1520123928785324, 'learning_rate': 2.198e-05, 'epoch': 24.2}
{'loss': 0.0176, 'grad_norm': 0.1799653321504593, 'learning_rate': 2.195777777777778e-05, 'epoch': 24.22}
{'loss': 0.0128, 'grad_norm': 0.5451685786247253, 'learning_rate': 2.1935555555555555e-05, 'epoch': 24.23}
{'loss': 0.0224, 'grad_norm': 0.43911096453666687, 'learning_rate': 2.1913333333333336e-05, 'epoch': 24.25}
{'loss': 0.0323, 'grad_norm': 0.09974925965070724, 'learning_rate': 2.1891111111111113e-05, 'epoch': 24.27}
{'loss': 0.0203, 'grad_norm': 0.2849786877632141, 'learning_rate': 2.1868888888888888e-05, 'epoch': 24.28}
{'loss': 0.0168, 'grad_norm': 0.018819333985447884, 'learning_rate': 2.184666666666667e-05, 'epoch': 24.3}
{'loss': 0.0188, 'grad_norm': 0.601282000541687, 'learning_rate': 2.1824444444444443e-05, 'epoch': 24.31}
{'loss': 0.0164, 'grad_norm': 0.04895668849349022, 'learning_rate': 2.1802222222222224e-05, 'epoch': 24.33}
{'loss': 0.0203, 'grad_norm': 0.06454460322856903, 'learning_rate': 2.178e-05, 'epoch': 24.35}
{'loss': 0.0103, 'grad_norm': 0.3297116756439209, 'learning_rate': 2.175777777777778e-05, 'epoch': 24.36}
{'loss': 0.0263, 'grad_norm': 0.25792017579078674, 'learning_rate': 2.1735555555555557e-05, 'epoch': 24.38}
{'loss': 0.0159, 'grad_norm': 0.14849965274333954, 'learning_rate': 2.1713333333333334e-05, 'epoch': 24.39}
{'loss': 0.0153, 'grad_norm': 0.23379258811473846, 'learning_rate': 2.1691111111111112e-05, 'epoch': 24.41}
{'loss': 0.0114, 'grad_norm': 0.1522066444158554, 'learning_rate': 2.166888888888889e-05, 'epoch': 24.43}
{'loss': 0.0231, 'grad_norm': 0.1527022272348404, 'learning_rate': 2.1646666666666667e-05, 'epoch': 24.44}
{'loss': 0.0281, 'grad_norm': 1.4937700033187866, 'learning_rate': 2.1624444444444445e-05, 'epoch': 24.46}
{'loss': 0.0311, 'grad_norm': 0.063984215259552, 'learning_rate': 2.1602222222222222e-05, 'epoch': 24.47}
{'loss': 0.027, 'grad_norm': 0.2530921399593353, 'learning_rate': 2.158e-05, 'epoch': 24.49}
{'loss': 0.0072, 'grad_norm': 0.011932555586099625, 'learning_rate': 2.155777777777778e-05, 'epoch': 24.51}
{'loss': 0.0141, 'grad_norm': 0.07696810364723206, 'learning_rate': 2.1535555555555555e-05, 'epoch': 24.52}
{'loss': 0.0164, 'grad_norm': 0.04624104127287865, 'learning_rate': 2.1513333333333336e-05, 'epoch': 24.54}
{'loss': 0.019, 'grad_norm': 0.881553053855896, 'learning_rate': 2.149111111111111e-05, 'epoch': 24.55}
{'loss': 0.0122, 'grad_norm': 0.054246339946985245, 'learning_rate': 2.146888888888889e-05, 'epoch': 24.57}
{'loss': 0.0187, 'grad_norm': 3.276650905609131, 'learning_rate': 2.144666666666667e-05, 'epoch': 24.59}
{'loss': 0.0159, 'grad_norm': 0.0061279539950191975, 'learning_rate': 2.1424444444444443e-05, 'epoch': 24.6}
{'loss': 0.0237, 'grad_norm': 0.16012722253799438, 'learning_rate': 2.1402222222222224e-05, 'epoch': 24.62}
{'loss': 0.0077, 'grad_norm': 0.6485013365745544, 'learning_rate': 2.138e-05, 'epoch': 24.63}
{'loss': 0.0255, 'grad_norm': 0.6328693628311157, 'learning_rate': 2.135777777777778e-05, 'epoch': 24.65}
{'loss': 0.0183, 'grad_norm': 0.08567927777767181, 'learning_rate': 2.1335555555555557e-05, 'epoch': 24.67}
{'loss': 0.017, 'grad_norm': 0.3263973891735077, 'learning_rate': 2.1313333333333335e-05, 'epoch': 24.68}
{'loss': 0.017, 'grad_norm': 0.22882646322250366, 'learning_rate': 2.1291111111111112e-05, 'epoch': 24.7}
{'loss': 0.0205, 'grad_norm': 2.2636568546295166, 'learning_rate': 2.126888888888889e-05, 'epoch': 24.71}
{'loss': 0.0283, 'grad_norm': 3.1311471462249756, 'learning_rate': 2.1246666666666668e-05, 'epoch': 24.73}
{'loss': 0.0139, 'grad_norm': 0.4880666434764862, 'learning_rate': 2.1224444444444445e-05, 'epoch': 24.75}
{'loss': 0.0146, 'grad_norm': 0.14103461802005768, 'learning_rate': 2.1202222222222223e-05, 'epoch': 24.76}
{'loss': 0.0221, 'grad_norm': 0.059162214398384094, 'learning_rate': 2.118e-05, 'epoch': 24.78}
{'loss': 0.0141, 'grad_norm': 0.1113559678196907, 'learning_rate': 2.1157777777777778e-05, 'epoch': 24.79}
{'loss': 0.0218, 'grad_norm': 0.04383714497089386, 'learning_rate': 2.1135555555555556e-05, 'epoch': 24.81}
{'loss': 0.0157, 'grad_norm': 0.25848904252052307, 'learning_rate': 2.1113333333333333e-05, 'epoch': 24.83}
{'loss': 0.0129, 'grad_norm': 0.07101362198591232, 'learning_rate': 2.109111111111111e-05, 'epoch': 24.84}
{'loss': 0.0212, 'grad_norm': 0.07421638816595078, 'learning_rate': 2.1068888888888892e-05, 'epoch': 24.86}
{'loss': 0.0188, 'grad_norm': 0.013664618134498596, 'learning_rate': 2.1046666666666666e-05, 'epoch': 24.87}
{'loss': 0.0305, 'grad_norm': 1.0880694389343262, 'learning_rate': 2.1024444444444447e-05, 'epoch': 24.89}
{'loss': 0.0201, 'grad_norm': 0.30330684781074524, 'learning_rate': 2.1002222222222225e-05, 'epoch': 24.91}
{'loss': 0.0196, 'grad_norm': 0.09258601069450378, 'learning_rate': 2.098e-05, 'epoch': 24.92}
